district,relationship,politician_edu,politican_rel,mar_status,resp_caste_cat,resp_jati,caste_sc,wm_bef,wm_years,wm_familybefore,wm_familyyears,pol_infamily,self_emp,inc_sor,govt_empinfam,wm_train,wm_app,wm_app_use,wm_watersupply,wm_moneycol,whatsapp,whatsapp_number,whatsapp_self,message,wm_wagroup,join_interestyesno,join_interest,sc_group,scheme_noproblem,scheme_problem,citiprbrt,phone_mukhiya,phone_scret,phone_bpro,phone_lasttimebpro,phone_bdo,phone_lasttimebdo,interaction_gp,candidate_gp_count,interaction_block,candidate_block_count,interaction_samedist,candidate_samedist_count,interaction_outside,candidate_outside_count,acctrt,awasrt,naligalirt,naljalrt,pdsrt,pensionrt,solarlightrt,schknwrt,schconfirt,polpref_self,pol_party_part,polpref_supportelec,t_dummy
समस्तीपुर,Self,Std 10,Hindu,Married,SC,"SC/6/चमार, मोची",Yes,Yes,1,No,,No,Yes,Work on agri,No,Yes,No,,Nal Jal,Yes,No,,,,,Yes,Other GP but same block,2,No work done,No work done,0,No,No,No,Didn't speak,No,Didn't speak,Yes,1,No,0,No,0,No,0,3,3,0,0,0,0,0,2,2,Yes,Yes,No,
समस्तीपुर,Self,Std 9,Hindu,Married,EBC,BC-1/42/नोनिया,No,No,,Yes,1,No,No,Work on agri,Yes,Yes,No,,Nal Jal,No,Yes,same number,No,"Yes, as i receive the message",No,Yes,same GP,,Shauchalaya,Nal Jal,1,Yes,Yes,No,Didn't speak,Yes,Last 2-3 months,Yes,1,No,0,Yes,1,No,0,1,1,0,0,0,0,0,0,0,Yes,Yes,No,
समस्तीपुर,Self,Std 5,Hindu,Married,EBC,BC-1/1/कपरिया,No,Yes,1,No,,No,Yes,Service (pvt),No,Yes,No,,Nal Jal,Yes,No,,,,,Yes,Other GP but same block,,No work done,Shauchalaya,0,Yes,Yes,No,Last 2-3 months,No,Last 2-3 months,Yes,2,No,0,No,0,No,0,2,3,0,0,0,0,0,1,1,No,Yes,No,
समस्तीपुर,Spouse,Undergrad,Hindu,Married,EBC,BC-1/118/हलुवाई,No,No,,No,,No,Yes,HH service business,No,Yes,Yes,No,PHED,,Yes,same number,Yes,Rarely,No,Yes,same GP,,No work done,No work done,2,Yes,Yes,Yes,Didn't speak,Yes,Didn't speak,No,0,No,0,No,0,No,0,4,3,0,0,0,0,0,3,0,No,No,No,
समस्तीपुर,Spouse,Std 10,Muslim,Married,EBC,BC-1/94/मोमिन (मुस्लिम) (जुलाहा/अंसारी),No,No,,Yes,1,No,Yes,HH service business,No,Yes,No,,Nal Jal,Yes,No,,,,,Yes,same GP,,No work done,No work done,4,Yes,Yes,No,Didn't speak,No,Didn't remember,Yes,2,Yes,1,No,0,No,0,2,1,0,0,0,0,0,0,0,No,No,No,
समस्तीपुर,Spouse,Undergrad,Hindu,Married,EBC,BC-1/64/मल्लाह,No,Yes,1,Yes,2,Yes,Yes,Work on leased,No,Yes,No,,Nal Jal,No,Yes,WA number is different,Yes,"Yes, as i receive the message",No,Yes,Anyone,,Nal Jal,No work done,3,Yes,Yes,Yes,Didn't speak,Yes,Didn't speak,No,0,Yes,1,No,0,No,0,4,3,0,0,0,0,0,4,1,No,No,No,
समस्तीपुर,Self,Std 10,Hindu,Married,BC,"BC-2/22/यादव- (ग्वाला, अहीर, गोरा, घासी, मेहर, सदगोप, लक्ष्मी नारायण गोला)",No,No,,No,,No,Yes,Work on agri,No,Yes,No,,Nal Jal,No,Yes,same number,Yes,"Yes, once or twice in a day",No,Yes,same GP,,Nal Jal,No work done,1,Yes,No,No,More than 6 months,No,Last 2-3 months,No,0,No,0,No,0,No,0,3,3,0,0,0,0,0,3,1,No,Yes,No,
समस्तीपुर,Self,Undergrad,Hindu,Married,SC,"SC/11/दुसाध, धारी, धारही",Yes,Yes,1,Yes,1,No,Yes,Work on agri,No,Yes,No,,PHED,,Yes,same number,Yes,"Yes, as i receive the message",No,Yes,same GP,2,No work done,No work done,3,Yes,Yes,Yes,Last 2-3 months,Yes,Last 2-3 months,No,0,No,0,No,0,No,0,3,1,0,0,0,0,0,0,0,No,No,No,
समस्तीपुर,Spouse,Std 10,Hindu,Married,EBC,BC-1/6/कुर्मी (महतो) झारखंड स्वसशासी क्षेत्र,No,No,,No,,Yes,Yes,Work on agri,No,No,No,,PHED,,No,,,,,Yes,Anyone,,No work done,Pension,1,Yes,Yes,No,Lst month,No,Lst month,Yes,2,No,0,No,0,No,0,0,1,0,0,0,0,0,1,2,No,No,No,
समस्तीपुर,Spouse,Never been to school,Hindu,Married,EBC,BC-1/6/कुर्मी (महतो) झारखंड स्वसशासी क्षेत्र,No,No,,No,,No,Yes,Work on agri,No,Yes,Yes,No,PHED,,Yes,WA number is different,Yes,"Yes, as i receive the message",No,Yes,Anyone,,Mnrega,Nal Jal,2,Yes,Yes,No,Lst month,No,Lst month,Yes,2,No,0,No,0,No,0,0,2,0,0,0,0,0,2,2,Yes,Yes,No,
समस्तीपुर,Self,Undergrad,Hindu,Unmarried,EBC,BC-1/113/बढई,No,No,,No,,No,Yes,Work on agri,No,Yes,Yes,Yes,Nal Jal,No,Yes,same number,Yes,"Yes, once or twice in a day",No,Yes,same GP,,No work done,No work done,0,Yes,Yes,Yes,Last 2-3 months,Yes,Last 2-3 months,No,0,No,0,No,0,No,0,6,1,0,0,0,0,0,5,2,No,No,No,
समस्तीपुर,Spouse,Undergrad,Muslim,Married,GEN,शैख़ (मुस्लिम),No,No,,No,,No,Yes,Work on agri,No,Yes,No,,Nal Jal,Yes,Yes,same number,Yes,"Yes, as i receive the message",No,Yes,Other GP but same block,,No work done,Nal Jal,1,Yes,Yes,Yes,Last 6 months,Yes,Last week,Yes,3,No,0,No,0,No,0,3,3,0,0,0,0,0,2,2,No,No,No,
समस्तीपुर,Self,Std 1,Muslim,Married,EBC,BC-1/93/साई/ फकीर/दिवान/मदार (मुस्लिम),No,Yes,1,No,,No,No,Work on agri,No,Yes,No,,PHED,,Yes,same number,Yes,"Yes, as i receive the message",Yes,No,,,Nal Jal,Nali gali,1,Yes,Yes,No,Didn't speak,No,Last 6 months,Yes,1,Yes,1,No,0,No,0,3,1,0,0,0,0,0,2,2,No,No,No,
समस्तीपुर,Self,Std 12,Hindu,Married,SC,"SC/6/चमार, मोची",Yes,No,,No,,No,Yes,Agri labor,No,No,No,,PHED,,Yes,same number,Yes,Rarely,No,No,,,Nali gali,No Problem faced,1,No,No,No,Didn't speak,No,Didn't speak,No,0,No,0,No,0,No,0,0,1,0,0,0,0,0,1,1,Yes,No,No,
समस्तीपुर,Self,Undergrad,Hindu,Married,SC,"SC/11/दुसाध, धारी, धारही",Yes,No,,No,,No,No,Work on agri,No,Yes,No,,Nal Jal,No,Yes,WA number is different,Yes,"Yes, as i receive the message",No,Yes,Other GP but same block,2,No work done,No work done,0,Yes,Yes,Yes,Lst month,Yes,Lst month,Yes,2,No,0,No,0,No,0,3,3,0,0,0,0,0,0,0,No,No,No,
समस्तीपुर,Self,Std 10,Hindu,Married,EBC,BC-1/44/नाई,No,No,,No,,No,Yes,HH service business,No,Yes,No,,Nal Jal,Yes,Yes,WA number is different,Yes,"Yes, as i receive the message",No,Yes,same GP,,Nal Jal,No Problem faced,1,No,Yes,No,Didn't speak,No,Didn't remember,No,0,No,0,No,0,No,0,0,2,0,0,0,0,0,2,1,No,No,No,
समस्तीपुर,Spouse,Std 12,Hindu,Married,EBC,BC-1/64/मल्लाह,No,Yes,2,No,,No,Yes,HH business,No,Yes,Yes,Yes,Nal Jal,No,Yes,same number,Yes,"Yes, as i receive the message",No,Yes,Other GP but same block,,Nali gali,Nal Jal,1,Yes,Yes,No,Last 2-3 months,Yes,Lst month,Yes,3,Yes,1,No,0,No,0,4,3,0,0,0,0,0,3,1,Yes,No,No,
समस्तीपुर,Spouse,Undergrad,Muslim,Married,EBC,BC-1/107/इदरीसी या दजी (मुस्लिम),No,No,,No,,No,Yes,Service (govt),Yes,Yes,No,,Nal Jal,No,No,,,,,Yes,same GP,,Solar light,No work done,0,Yes,No,Yes,Didn't speak,Yes,Didn't speak,Yes,2,No,0,No,0,No,0,3,3,0,0,0,0,0,1,1,No,No,No,
समस्तीपुर,Spouse,Never been to school,Hindu,Married,SC,"SC/11/दुसाध, धारी, धारही",Yes,No,,No,,No,Yes,NonAgri labor,No,No,No,,Nal Jal,No,No,,,,,Yes,same GP,2,No work done,Nali gali,0,Yes,Yes,No,Didn't speak,No,Last week,No,0,No,0,No,0,No,0,1,2,0,0,0,0,0,1,0,Yes,Yes,Yes,
समस्तीपुर,Spouse,Std 12,Hindu,Married,BC,BC-2/4/कुशवाहा (कोईरी),No,Yes,1,No,,No,Yes,Work on agri,No,Yes,Yes,No,Nal Jal,Yes,Yes,WA number is different,Yes,"Yes, as i receive the message",Yes,Yes,Anyone,,Nal Jal,Nali gali,1,Yes,Yes,No,Didn't speak,Yes,Last week,Yes,2,No,0,No,0,No,0,1,1,0,0,0,0,0,2,2,No,No,No,
समस्तीपुर,Self,Std 10,Hindu,Married,SC,SC/21/पासी,Yes,No,,No,,No,Yes,HH service business,No,Yes,No,,PHED,,Yes,same number,Yes,"Yes, as i receive the message",No,Yes,same GP,2,No work done,No work done,0,Yes,Yes,No,Didn't speak,Yes,Last 2-3 months,No,0,No,0,No,0,No,0,4,1,0,0,0,0,0,3,1,Yes,Yes,No,
समस्तीपुर,Child,Undergrad,Hindu,Married,EBC,BC-1/118/हलुवाई,No,No,,No,,No,Yes,HH service business,No,Yes,Yes,Yes,PHED,,Yes,same number,Yes,"Yes, as i receive the message",No,Yes,Anyone,,Nali gali,Mnrega,2,Yes,Yes,Yes,Last week,Yes,Last week,Yes,2,No,0,No,0,No,0,5,3,0,0,0,0,0,4,4,No,No,No,
समस्तीपुर,Self,Undergrad,Hindu,Married,SC,SC/21/पासी,Yes,No,,No,,No,Yes,Work on agri,No,Yes,Yes,No,PHED,,Yes,same number,Yes,"Yes, as i receive the message",Yes,Yes,same GP,2,Nal Jal,No work done,0,Yes,Yes,Yes,Last 2-3 months,Yes,Last 2-3 months,Yes,2,No,0,No,0,No,0,6,3,0,0,0,0,0,4,2,No,No,No,
समस्तीपुर,Spouse,Undergrad,Hindu,Married,SC,"SC/11/दुसाध, धारी, धारही",Yes,Yes,1,No,,No,Yes,NonAgri labor,No,No,Yes,Yes,Nal Jal,No,Yes,same number,Yes,"Yes, as i receive the message",No,Yes,Other GP but same block,2,Nal Jal,Nali gali,1,Yes,Yes,Yes,Last week,Yes,Last week,Yes,3,Yes,1,No,0,No,0,5,4,0,0,0,0,0,3,3,Yes,Yes,No,
समस्तीपुर,Self,Std 10,Hindu,Married,SC,"SC/20/पान, स्वासी",Yes,No,,No,,No,Yes,HH service business,No,No,Yes,Yes,Nal Jal,No,Yes,same number,Yes,"Yes, once or twice in a day",Yes,Yes,same GP,2,No work done,No work done,3,Yes,Yes,Yes,Last 2-3 months,Yes,Last 2-3 months,No,0,No,0,No,0,No,0,4,1,0,0,0,0,0,0,0,No,No,No,
समस्तीपुर,Self,Std 10,Hindu,Married,EBC,BC-1/61/माली (मलाकार),No,Yes,2,No,,No,Yes,Raise cattle,No,Yes,Yes,Yes,Nal Jal,No,Yes,same number,Yes,"Yes, as i receive the message",No,Yes,same GP,,No work done,No work done,1,Yes,Yes,Yes,Last 2-3 months,Yes,Last 2-3 months,No,0,No,0,No,0,No,0,0,1,0,0,0,0,0,0,0,No,No,No,
समस्तीपुर,Spouse,Std 8,Hindu,Married,EBC,BC-1/6/कुर्मी (महतो) झारखंड स्वसशासी क्षेत्र,No,Yes,1,No,,No,No,Agri labor,No,Yes,No,,Nal Jal,Yes,No,,,,,No,,,Nal Jal,No work done,1,Yes,Yes,Yes,Didn't speak,Yes,Didn't speak,No,0,No,0,No,0,No,0,3,1,0,0,0,0,0,2,1,No,No,No,
समस्तीपुर,Self,Undergrad,Hindu,Married,EBC,BC-1/7/केवट (कउट),No,Yes,1,No,,No,No,Service (govt),Yes,Yes,Yes,Yes,Nal Jal,No,Yes,same number,Yes,"Yes, as i receive the message",No,Yes,Anyone,,Nali gali,Nal Jal,1,Yes,Yes,No,Last 2-3 months,No,Lst month,Yes,2,Yes,1,No,0,No,0,1,2,0,0,0,0,0,4,3,Yes,No,No,
समस्तीपुर,Self,Std 9,Muslim,Married,EBC,BC-1/94/मोमिन (मुस्लिम) (जुलाहा/अंसारी),No,Yes,1,No,,No,Yes,HH business,No,Yes,Yes,Yes,Nal Jal,No,Yes,same number,Yes,"Yes, as i receive the message",No,Yes,Other gp and block but same dist,,Nal Jal,Mnrega,0,Yes,Yes,No,Last 6 months,Yes,Last 6 months,Yes,3,No,0,No,0,No,0,4,3,0,0,0,0,0,1,1,No,No,No,
समस्तीपुर,Self,Never been to school,Hindu,Married,BC,"BC-2/22/यादव- (ग्वाला, अहीर, गोरा, घासी, मेहर, सदगोप, लक्ष्मी नारायण गोला)",No,Yes,1,No,,Yes,Yes,Work on agri,Yes,No,No,,Nal Jal,No,No,,,,,No,,,Mnrega,Nal Jal,1,Yes,Yes,No,Didn't speak,No,Lst month,Yes,3,No,0,No,0,No,0,0,2,0,0,0,0,0,3,0,No,No,No,
समस्तीपुर,Self,Undergrad,Hindu,Married,EBC,BC-1/126/तेली (हिन्दू एवं मुस्लिम),No,No,,No,,Yes,Yes,Service (pvt),No,Yes,No,,Nal Jal,No,Yes,same number,Yes,"Yes, once or twice in a day",Yes,Yes,same GP,,No work done,Nali gali,2,Yes,Yes,Yes,Didn't speak,No,Didn't speak,Yes,3,No,0,No,0,No,0,5,2,0,0,0,0,0,1,0,Yes,Yes,No,
समस्तीपुर,Self,Std 10,Hindu,Married,BC,"BC-2/22/यादव- (ग्वाला, अहीर, गोरा, घासी, मेहर, सदगोप, लक्ष्मी नारायण गोला)",No,No,,No,,No,Yes,Work on agri,No,Yes,No,,Nal Jal,No,No,,,,,No,,,No work done,No work done,0,Yes,No,No,Didn't remember,Yes,Last week,Yes,3,No,0,No,0,No,0,0,1,0,0,0,0,0,2,0,Yes,No,No,
समस्तीपुर,Self,Std 10,Hindu,Married,SC,SC/18/मुसहर,Yes,Yes,1,No,,No,Yes,NonAgri labor,No,Yes,No,,Nal Jal,Yes,No,,,,,No,,,Nal Jal,No Problem faced,1,Yes,Yes,No,Didn't remember,No,Last 2-3 months,Yes,3,No,0,No,0,No,0,1,2,0,0,0,0,0,1,2,No,No,No,
समस्तीपुर,Spouse,Std 6,Hindu,Married,SC,SC/18/मुसहर,Yes,Yes,1,No,,No,Yes,Agri labor,No,Yes,No,,Nal Jal,Yes,Yes,same number,Yes,"Yes, as i receive the message",No,Yes,same GP,2,Nali gali,Nal Jal,1,Yes,Yes,No,Didn't speak,No,Lst month,Yes,1,No,0,No,0,No,0,1,1,0,0,0,0,0,0,1,No,No,No,
समस्तीपुर,Spouse,Std 10,Hindu,Married,SC,"SC/6/चमार, मोची",Yes,No,,No,,No,Yes,Work on leased,No,Yes,No,,Nal Jal,Yes,Yes,same number,Yes,"Yes, as i receive the message",No,Yes,Other GP but same block,2,Shauchalaya,Nali gali,1,Yes,Yes,Yes,Lst month,No,Lst month,Yes,1,Yes,1,No,0,No,0,0,1,0,0,0,0,0,2,2,No,No,No,
समस्तीपुर,Child,Undergrad,Hindu,Unmarried,EBC,BC-1/44/नाई,No,No,,No,,No,Yes,HH business,No,Yes,Yes,Yes,Nal Jal,No,Yes,same number,Yes,"Yes, once or twice in a day",No,Yes,same GP,,No work done,No work done,3,Yes,Yes,Yes,Last 2-3 months,Yes,Last 2-3 months,No,0,No,0,No,0,No,0,6,4,0,0,0,0,0,4,3,No,No,No,
समस्तीपुर,Spouse,Std 7,Hindu,Married,SC,"SC/11/दुसाध, धारी, धारही",Yes,No,,No,,No,Yes,Work on agri,No,Yes,No,,Nal Jal,No,No,,,,,Yes,same GP,2,No work done,No work done,2,Yes,Yes,Yes,Last 2-3 months,Yes,Last 2-3 months,No,0,No,0,No,0,No,0,3,1,0,0,0,0,0,2,0,No,No,No,
समस्तीपुर,Spouse,Std 10,Hindu,Married,EBC,BC-1/57/भुईयार,No,Yes,1,No,,Yes,Yes,Work on agri,No,Yes,No,,Nal Jal,No,Yes,same number,Yes,"Yes, as i receive the message",No,Yes,Other GP but same block,,No work done,No work done,0,Yes,Yes,Yes,Didn't speak,Yes,Didn't speak,No,0,No,0,No,0,No,0,3,2,0,0,0,0,0,2,1,No,No,No,
समस्तीपुर,Self,Std 10,Hindu,Married,EBC,BC-1/7/केवट (कउट),No,Yes,1,No,,No,Yes,Work on agri,No,Yes,Yes,No,PHED,,Yes,same number,Yes,"Yes, as i receive the message",No,Yes,Other GP but same block,,Nali gali,No work done,1,Yes,Yes,Yes,Didn't speak,Yes,Lst month,Yes,1,No,0,No,0,No,0,3,3,0,0,0,0,0,3,1,Yes,Yes,No,
समस्तीपुर,Self,Undergrad,Hindu,Married,SC,"SC/11/दुसाध, धारी, धारही",Yes,No,,No,,No,No,HH business,No,Yes,Yes,No,Nal Jal,Yes,Yes,same number,Yes,"Yes, as i receive the message",No,Yes,same GP,2,No work done,No work done,1,Yes,Yes,Yes,Didn't speak,Yes,Didn't speak,Yes,3,No,0,No,0,No,0,3,2,0,0,0,0,0,1,1,No,No,No,
समस्तीपुर,Self,Undergrad,Hindu,Married,SC,"SC/6/चमार, मोची",Yes,Yes,3,No,,No,Yes,HH business,Yes,Yes,No,,Nal Jal,No,No,,,,,Yes,Other GP but same block,2,Nal Jal,No Problem faced,1,Yes,Yes,Yes,Last 2-3 months,Yes,Last 2-3 months,Yes,1,No,0,No,0,No,0,3,3,0,0,0,0,0,2,2,No,No,No,Treatment
समस्तीपुर,Self,Std 10,Hindu,Married,SC,"SC/6/चमार, मोची",Yes,Yes,4,No,,No,No,Do nothing,No,Yes,No,,Nal Jal,Yes,Yes,WA number is different,No,"Yes, as i receive the message",No,No,,,Nal Jal,No work done,0,Yes,Yes,Yes,Last 2-3 months,Yes,Didn't speak,Yes,3,No,0,No,0,No,0,2,1,0,0,0,0,0,2,2,Yes,No,No,Spillover
समस्तीपुर,Self,Std 5,Hindu,Married,EBC,BC-1/6/कुर्मी (महतो) झारखंड स्वसशासी क्षेत्र,No,Yes,1,No,,No,Yes,Work on agri,No,Yes,No,,Nal Jal,No,Yes,same number,Yes,"Yes, as i receive the message",No,Yes,Anyone,,Nal Jal,No Problem faced,3,Yes,Yes,No,Last 6 months,Yes,Didn't speak,Yes,2,No,0,No,0,No,0,2,2,0,0,0,0,0,3,2,No,No,No,Control
समस्तीपुर,Self,Undergrad,Hindu,Unmarried,BC,"BC-2/20/बनिया-(सुढी,मोदक/मायरा, रोनियार, पनसारी, मोदी,कसेरा,केशरवानी, ठठेरा, कलवार(कलाल/एराकी),(वियाहुत कलवार),कमलापुरी वैश्यल,माहुरीवैश्यर, बंगी वैश्य (बंगाली बनिया),बर्नवाल, अग्रहरि वैश्य, वैश्य पोद्दार, कसौधन, गंधबनिक, बाथम वैश्य, गोलदार (पूर्वी/पश्चिम चंपारण), कमलापुरी वायल",No,No,,No,,No,No,Do nothing,No,Yes,Yes,No,Nal Jal,Yes,Yes,same number,Yes,"Yes, as i receive the message",No,Yes,same GP,,Mnrega,Mnrega,1,Yes,Yes,Yes,Last 2-3 months,Yes,Last 2-3 months,Yes,1,No,0,No,0,No,0,3,2,0,0,0,0,0,1,1,No,No,No,Treatment
समस्तीपुर,Self,Undergrad,Hindu,Married,EBC,BC-1/6/कुर्मी (महतो) झारखंड स्वसशासी क्षेत्र,No,No,,No,,No,Yes,HH business,No,Yes,No,,Nal Jal,Yes,Yes,same number,Yes,"Yes, once or twice in a day",No,Yes,same GP,,No work done,No work done,2,Yes,Yes,No,Didn't speak,No,Didn't speak,Yes,3,No,0,No,0,No,0,3,2,0,0,0,0,0,1,1,No,No,No,Control
समस्तीपुर,Self,Std 5,Hindu,Married,SC,"SC/11/दुसाध, धारी, धारही",Yes,No,,No,,No,Yes,Work on agri,No,Yes,No,,Nal Jal,No,Yes,WA number is different,No,"Yes, as i receive the message",No,Yes,same GP,2,Indira Awas,Nal Jal,2,Yes,No,No,Didn't speak,No,Lst month,Yes,1,No,0,No,0,No,0,2,1,0,0,0,0,0,3,1,No,No,No,Control
समस्तीपुर,Self,Std 12,Hindu,Married,BC,BC-2/4/कुशवाहा (कोईरी),No,No,,No,,No,Yes,HH service business,No,Yes,Yes,No,Nal Jal,Yes,Yes,WA number is different,Yes,"Yes, as i receive the message",Yes,Yes,same GP,,No work done,No work done,1,Yes,Yes,No,Didn't speak,No,Didn't speak,Yes,2,No,0,No,0,No,0,2,1,0,0,0,0,0,1,1,No,No,No,Spillover
समस्तीपुर,Spouse,Std 12,Hindu,Married,BC,"BC-2/22/यादव- (ग्वाला, अहीर, गोरा, घासी, मेहर, सदगोप, लक्ष्मी नारायण गोला)",No,No,,No,,No,Yes,NonAgri labor,No,Yes,Yes,Yes,PHED,,Yes,same number,Yes,"Yes, as i receive the message",No,Yes,same GP,,No work done,Nali gali,0,Yes,Yes,No,Didn't speak,No,Didn't speak,Yes,3,No,0,No,0,No,0,0,1,0,0,0,0,0,2,1,Yes,No,No,Control
समस्तीपुर,Spouse,Std 10,Hindu,Married,BC,"BC-2/20/बनिया-(सुढी,मोदक/मायरा, रोनियार, पनसारी, मोदी,कसेरा,केशरवानी, ठठेरा, कलवार(कलाल/एराकी),(वियाहुत कलवार),कमलापुरी वैश्यल,माहुरीवैश्यर, बंगी वैश्य (बंगाली बनिया),बर्नवाल, अग्रहरि वैश्य, वैश्य पोद्दार, कसौधन, गंधबनिक, बाथम वैश्य, गोलदार (पूर्वी/पश्चिम चंपारण), कमलापुरी वायल",No,No,,No,,No,Yes,HH service business,No,Yes,No,,Nal Jal,No,Yes,same number,Yes,"Yes, as i receive the message",No,Yes,same GP,,Mnrega,No work done,1,Yes,Yes,No,Didn't speak,Yes,Last week,Yes,2,No,0,No,0,No,0,4,3,0,0,0,0,0,2,1,No,No,No,Control
समस्तीपुर,Self,Never been to school,Hindu,Married,EBC,BC-1/64/मल्लाह,No,No,,No,,No,Yes,Work on agri,No,No,No,,Nal Jal,No,Yes,same number,Yes,Rarely,No,Yes,Anyone,,No work done,Nali gali,1,Yes,No,No,Didn't speak,No,Last 2-3 months,Yes,2,No,0,No,0,No,0,2,1,0,0,0,0,0,0,0,No,No,No,Treatment
समस्तीपुर,Spouse,Undergrad,Hindu,Married,BC,"BC-2/22/यादव- (ग्वाला, अहीर, गोरा, घासी, मेहर, सदगोप, लक्ष्मी नारायण गोला)",No,No,,No,,Yes,No,Work on agri,No,Yes,No,,PHED,,Yes,same number,Yes,"Yes, once or twice in a day",No,Yes,Anyone,,No work done,No work done,3,Yes,Yes,No,Didn't speak,Yes,Last 2-3 months,Yes,3,No,0,No,0,No,0,0,2,0,0,0,0,0,0,0,No,No,No,Spillover
समस्तीपुर,Spouse,Std 10,Muslim,Married,GEN,शैख़ (मुस्लिम),No,No,,No,,No,Yes,Work on agri,No,Yes,No,,Nal Jal,No,Yes,same number,Yes,"Yes, as i receive the message",No,Yes,same GP,,No work done,Solar light,3,Yes,Yes,No,Didn't speak,No,Last 6 months,Yes,3,No,0,Yes,0,No,0,0,3,0,0,0,0,0,1,1,No,No,No,Treatment
समस्तीपुर,Self,Undergrad,Hindu,Married,BC,BC-2/4/कुशवाहा (कोईरी),No,Yes,1,No,,No,Yes,Work on agri,No,Yes,No,,No connection,,Yes,WA number is different,Yes,"Yes, as i receive the message",No,Yes,Anyone,,No work done,No work done,0,Yes,Yes,No,Last 6 months,Yes,Lst month,Yes,2,No,0,No,0,No,0,0,3,0,0,0,0,0,2,0,No,No,No,Spillover
समस्तीपुर,Brother/Brother in law,Undergrad,Hindu,Married,EBC,BC-1/126/तेली (हिन्दू एवं मुस्लिम),No,No,,No,,No,Yes,Work on agri,No,Yes,No,,Nal Jal,No,Yes,same number,Yes,"Yes, as i receive the message",No,Yes,Other GP but same block,,Nali gali,No Problem faced,1,Yes,Yes,No,Didn't speak,Yes,Lst month,Yes,3,No,0,No,0,No,0,3,1,0,0,0,0,0,3,2,Yes,No,No,Treatment
समस्तीपुर,Child,Postgard,Hindu,Married,BC,"BC-2/22/यादव- (ग्वाला, अहीर, गोरा, घासी, मेहर, सदगोप, लक्ष्मी नारायण गोला)",No,No,,Yes,1,No,Yes,Work on agri,No,Yes,Yes,Yes,Nal Jal,No,Yes,same number,Yes,"Yes, as i receive the message",Yes,No,,,No work done,Nal Jal,1,No,Yes,No,Didn't speak,No,Lst month,Yes,3,No,0,No,0,No,0,0,1,0,0,0,0,0,0,0,Yes,No,No,Control
समस्तीपुर,Self,Undergrad,Don't follow any,Married,GEN,भूमिहार,No,No,,No,,No,Yes,HH service business,No,No,No,,Nal Jal,No,No,,,,,No,,,No work done,No work done,2,Yes,No,No,Lst month,No,Lst month,Yes,2,No,0,No,0,No,0,4,3,0,0,0,0,0,0,0,Yes,Yes,No,Spillover
समस्तीपुर,Spouse,Undergrad,Hindu,Married,EBC,BC-1/124/अवध बनिया,No,No,,Yes,2,No,Yes,Work on agri,No,Yes,No,,Nal Jal,No,Yes,WA number is different,No,"Yes, as i receive the message",No,Yes,same GP,,No work done,No work done,0,Yes,Yes,Yes,Lst month,Yes,Last 2-3 months,No,0,No,0,No,0,No,0,0,3,0,0,0,0,0,1,0,No,No,No,Control
समस्तीपुर,Self,Undergrad,Hindu,Married,GEN,ब्राह्मण,No,No,,No,,No,Yes,HH business,No,Yes,Yes,No,Nal Jal,No,Yes,same number,Yes,"Yes, as i receive the message",No,Yes,same GP,,No work done,No work done,1,Yes,Yes,No,Last 2-3 months,Yes,Lst month,Yes,1,Yes,1,No,1,No,0,2,2,0,0,0,0,0,1,1,No,No,No,Control
समस्तीपुर,Self,Std 3,Muslim,Married,EBC,BC-1/94/मोमिन (मुस्लिम) (जुलाहा/अंसारी),No,Yes,1,No,,No,No,NonAgri labor,No,Yes,No,,Nal Jal,No,No,,,,,Yes,same GP,,Nal Jal,No Problem faced,1,No,No,No,Lst month,No,Lst month,Yes,1,No,0,No,0,No,0,0,2,0,0,0,0,0,1,3,No,No,No,Spillover
समस्तीपुर,Self,Std 10,Muslim,Married,EBC,BC-1/94/मोमिन (मुस्लिम) (जुलाहा/अंसारी),No,Yes,1,No,,No,Yes,Service (pvt),No,Yes,Yes,Yes,Nal Jal,Yes,Yes,WA number is different,Yes,"Yes, as i receive the message",Yes,Yes,Anyone,,Nal Jal,Mnrega,1,Yes,Yes,No,Lst month,Yes,Lst month,Yes,3,Yes,2,No,2,No,0,3,3,0,0,0,0,0,1,1,Yes,Yes,No,Treatment
समस्तीपुर,Spouse,Std 8,Hindu,Married,SC,"SC/6/चमार, मोची",Yes,No,,No,,No,Yes,NonAgri labor,No,Yes,No,,Nal Jal,No,Yes,same number,Yes,"Yes, once or twice in a day",Yes,Yes,Other GP but same block,2,Nali gali,Nal Jal,0,Yes,Yes,Yes,Last week,Yes,Last week,Yes,3,Yes,1,No,1,No,0,3,3,0,0,0,0,0,2,2,No,No,No,Spillover
समस्तीपुर,Self,Std 10,Prefer not say,Married,GEN,भूमिहार,No,No,,No,,No,Yes,HH service business,Yes,Yes,No,,Nal Jal,Yes,Yes,same number,Yes,"Yes, as i receive the message",Yes,Yes,same GP,,Nali gali,Nal Jal,1,Yes,Yes,Yes,Lst month,Yes,Last week,Yes,2,Yes,2,No,2,No,0,3,4,0,0,0,0,0,3,2,No,No,No,Treatment
